KR	JP
비록 그것이 공화국의 패배 직전까지 몰아넣은 리온이 상대여도 말이다.	　たとえそれが、共和国を敗北一歩手前まで追い込んだリオンが相手でも、だ。
(이 녀석, 수많은 목숨을 방패로 삼다니)	（こいつ、大勢の命を盾にして）
로이크의 노림수는 이것이었다.	　ロイクの狙いはこれだった。
전쟁이 일어나면 수많은 이들이 죽는다.	　戦争になれば大勢が死ぬ。
게다가, 노엘이 버틸 수 없다는 걸 알고서 하는 행동이다.	　それに、ノエルが耐えられないと分かっての行動だ。
로이크는 모여든 수많은 사람들을 방패로 삼아 노엘에게 강요하고 있었다.	　集まった大勢の人たちを盾にして、ロイクはノエルに迫っていた。
「노엘, 우리는 널 위해 마지막 한 사람까지 싸우겠지. 넌 어쩔래? 우리들의마음을 무시하고――아니, 내 손을 뿌리쳐도 되겠어?」	「ノエル、俺たちはお前のために最後の一人まで戦うだろう。お前はどうする？　俺たちの気持ちを無視して──いや、俺の手を払いのけていいのか？」
쿵쿵거리며 계단을 내려오는 발소리가 들려왔다.	　バタバタと階段を降りてくる足音が聞こえてきた。
마리에였다.	　マリエたちだ。
서둘러 갈아입고 왔는지, 마리에는 머리가 떡져있다.	　急いで着替えてきたのか、マリエは寝癖が付いている。
마리에는 로이크를 보고 고함질렀다.	　マリエはロイクを見ると吼える。
「야 인마, 이 망할 자식! 해도 되는 일과 안 되는 일이 있잖아! 옵――리온이없다고 우쭐대지 마!」	「てめぇ、この野郎！　やっていいことと悪いことがあるだろ！　あに──リオンがいないからって、調子に乗るなよ！」
로이크는 마리에를 보고 코웃음치고 있었다.	　ロイクはマリエを見て鼻で笑っていた。
「이야~ 무섭군. 무서워, 무서워. 항구에는 하얀 아인호른이 정박해있었지? 분명 그것도 멋대로 움직여서 우리를 차례차례 쓰러트리겠지. 하지만, 우리는마지막 한 사람이 되더라도 싸울 거다. 넌 아르젤의 무녀니까」	「いや～、怖いな。怖い、怖い。港には白いアインホルンが停泊していたな？　きっとアレも勝手に動いて、俺たちを次々に倒していくんだろうな。だが、俺たちは最後の一人になっても戦うぞ。お前はアルゼルの巫女だからな」
노엘의 얼굴에서 핏기가 가셨다.	　ノエルの顔から血の気が引いた。
자신 때문에 수많은 이들이 죽는다고 상상하니, 다리가 떨려온다.	　自分のために大勢が死ぬと想像すると、脚が震えてくる。
로이크가 노엘에게 다가가더니, 귓가에 속삭인다.	　ロイクがノエルに近付くと、耳元で囁く。
「노엘――내 것이 되라. 그게 너의 운명이야」	「ノエル──俺の物になれ。それがお前の運命だ」
「운, 명?」	「うん、めい？」
「그래. 무녀로 선택받은 너에게는 이제 선택할 수 있는 길은 두 개야. 도망쳐서 수많은 이들을 죽일지, 내 곁으로 와서 공화국에 평화를 가져다줄지――자아, 고르도록 해」	「そうだ。巫女に選ばれたお前には、もう選べる道は二つだ。逃げて大勢を殺すか、俺のところに来て共和国に平和をもたらすか──さぁ、選んでいいぞ」
고르라고 하지만, 노엘이 고를 수 있는 건 하나뿐이었다.	　選んでいいと言うが、ノエルに選べるのは一つだけだった。
「너, 정말 최악이야」	「あんた、本当に最低よ」
「널 사랑하고 있어. 널 얻기 위해서라면 뭐든 할 거야. 내 사랑의 크기가 이해됐어?」	「お前を愛しているんだ。そのためになら、何だってするさ。俺の愛の大きさが理解できたか？」
후려치려고 손을 올렸지만, 노엘은 곧 힘없이 손을 내렸다.	　引っぱたこうと手を上げるが、ノエルはすぐに手を力なく下げた。
마리에가 뒤에서 소리치고 있다.	　マリエが後ろで叫んでいる。
「노엘, 그 녀석의 입발림에 넘어가면 안 돼! 곧 리온이 와서 해결해 줄 테니까!」	「ノエル、そいつの口車に乗せられたら駄目よ！　すぐにリオンが来て解決してくれるから！」
로이크가 리온의 이름을 듣고 눈썹을 찌푸렸다.	　ロイクがリオンの名前を聞いて眉をひそめた。
「리온――발트팔트 백작인가? 확실히 그 녀석은 강하겠지. 하지만, 너를 위해어디까지 진심돼서 싸워줄까? 어차피 외국인이야. 이 나라를 위해 열의를 내지는 않아. 뭐어, 그러더라도 상관없지만」	「リオン──バルトファルト伯爵か？　確かにあいつは強いだろうな。だが、お前のためにどこまで本気で戦ってくれるかな？　しょせんは外国の人間だ。この国のために本気など出さない。まぁ、出してもいいけどな」
리온이 자신을 위해 목숨을 걸고 싸워줄까?	　リオンが自分のために命を賭けて戦ってくれるだろうか？
――있을 수 없다.	　──それはない。
리온에게는 입장이 있고, 고향에는 약혼자도 있다.	　リオンには立場があり、故郷には婚約者もいる。
노엘을 구하기 위해 로이크와 싸우지는 않을 것이다.	　ノエルを助けるために、ロイクと戦うことはしないだろう。
만약 싸운다고 해도――노엘은 리온을 싸우게 하고 싶지 않았다.	　もしも戦うとしても──ノエルは、リオンを戦わせたくなかった。
(이 이상 폐를 끼칠 수는 없어)	（これ以上、迷惑はかけられない）
노엘은 뒤돌아본다.	　ノエルは振り返る。
「미안, 마리에 짱――그, 나, 갈게」	「ごめん、マリエちゃん──あ、あたし、行くわ」
마리에가 망연해하고 있었다.	　マリエが唖然としていた。
노엘이 걸어오자, 로이크가 그 옆에 서서 허리에 손을 둘렀다.	　ノエルが歩き出すと、ロイクがその横に立って腰に手を回した。
난폭하게 노엘을 끌어당긴다.	　乱暴にノエルを引き寄せる。
「분명 우리들의 마음에 응해줄 거라 생각했어, 노엘! 자아, 무녀의 탄생을 공화국 전토에 알리자! 이걸로 공화국은 평안해!」	「きっと俺たちの気持ちに応えてくれると思ったよ、ノエル！　さぁ、巫女の誕生を共和国全土に知らせよう！　これで共和国は安泰だ！」
로이크와 노엘이 걸어오는 광경에, 주위는 환성을 지르고 있었다.	　ロイクとノエルが歩いてくる光景に、周囲は歓声を上げていた。
노엘은 혼자 고개를 떨구고 있었다.	　ノエルは一人俯いていた。
(나 혼자 참으면, 더 이상 아무 문제도 없어. 레리아――미안, 숨기지 못했어)	（あたし一人が我慢すれば、もう何の問題もない。レリア──ごめん、隠しきれなかったよ）
 쌍둥이 동생에게 사과하며, 노엘은 로이크가 준비한 자동차에 탔다.	　双子の妹に謝罪をしつつ、ノエルはロイクが用意した車に乗り込むのだった。
########	#CH7
제07화 「목줄」	第07話　「首輪」
노엘과 레리아의 아파트에 찾아온 것은 클레망이었다.	　ノエルとレリアのアパートにやって来たのは、クレマンだった。
학원의 교사인 클레망은 울퉁불퉁한 근육질이면서 화장을 하고 있다.	　学院の教師であるクレマンは、筋骨隆々ながら化粧をしている。
근육의 형태가 알 정도로 빳빳한 셔츠를 입고, 여성스러운 어조의 키가 큰 남성 교사다.	　筋肉の形が分かるくらいのピチピチのシャツを着て、喋り口調が女性の背の高い男性教師だ。
하지만, 본래는 레스피나스 가문에서 일하던 기사이다.	　だが、本当はレスピナス家に仕えていた騎士である。
학원에서는 남몰래 노엘과 레리아를 지키고 있었다.	　学院では、陰ながらノエルとレリアを守っていた。
노엘과 레리아가 학원에 입학할 수 있었던 것도, 레스피나스 가문의 전 가신들이 힘쓴 덕분이다.	　ノエルとレリアが学院に入学できたのも、レスピナス家の元家臣たちの尽力のおかげだ。
「레리아 님――노엘님이 발리에르 가문에 보호되셨습니다」	「レリア様──ノエル様が、バリエル家に保護されました」
비장감이 흐르는 클레망이, 새파란 얼굴로 알린다.	　悲壮感漂うクレマンが、青い顔をして告げる。
알고 있던 레리아는 그다지 당황하지 않았다.	　知っていたレリアは、あまり慌てなかった。
