KR	JP
나는 어딘지 모르게 부끄러워졌다.	私はどこかしら心恥ずかしくなった。 
아니, 뺨이 씰룩거렸다.	いや、頬がひくひくさせた。 
“이럼 저도 안 쪽팔리고··· 검성님도 체면이 살 테니.”	"こうしたら私も恥じないで・・・剣聖さんも体面が買うから。" 
“······.”	"・・・・・・。" 
“······.”	"・・・・・・。" 
씨발!	ちくしょう! 
속마음을 털어놓는다는 게 이렇게나 부끄러운 짓거리였나!	本音を打ち明けというのがこんなに恥ずかしいまねだった! 
맙소사. 검성은 어떻게 자기 목숨이 아까우니까 제발 용서해달라고 말한 거지? 자존심도 강해 보이는데. 대단하다. 쩐다. 사람이 진심으로 누군가한테 사과할 수 있단 말인가? 용서해달라며 애원할 수 있는가? 나라면 절대 못 한다. 안 한다. 차라리 죽고 말지.	やれやれ。 剣聖はどのように自分の命がもったいないからどうか許してくれと言ったの? 自尊心も強く、見えるが…。 すごい すごい。 人が本気で誰かに謝罪することができるのだろうか? 許してほしいと哀願することはできるか? 私だったら絶対にできない。 しない。 いっそ死んでしまってい。 
“···세상에.”	"・・・世の中に。" 
성기사가 중얼거렸다.	聖騎士がつぶやいた。 
“놀랍게도··· 전부 진실이다.”	"驚くべきことに・・・全部真実だ。" 
알현실에 다시 침묵이 가라앉았다.	謁見室に再び沈黙が沈んだ。 
무거웠다.	重かった。 
똑같은 침묵일 텐데도 아까랑은 분위기가 딴판이었다.	同じ沈黙であるはずなのにもさっきとは打って変わった雰囲気だった。 
“어.”	"うん" 
제일 먼저 독사가 입을 뻥긋거렸다.	一番先に毒蛇が口をポングッゴリョた。 
“진짜? 검성한테 아무거나 부탁할 수 있는데 잘난 척하기 쪽팔려···? 그러니 그냥 대련 파트너가 되어달라고?”	"本当に? 剣聖に何でもお願いすることができるが、偉そうにすること恥ずかしいなお前・・・? だからそのまま大連パートナーになって欲しいと? " 
“믿기 힘들겠지만 적어도 내 스킬에 따르면 진실이군.”	"信じられないだろうが、少なくとも内スキルによると、真実だね。" 
“뭐야. 저 신입. 혹시 천연기념물이냐?”	"何だよ。 あの新入。 もし天然記念物か? " 
뱀탕으로 끓여 먹기 전에 닥쳐라.	ヘビを作って食べる前に黙れ。 
“···신선하네.”	"・・・新鮮ね。" 
마녀가 떨떠름해 하며 말했다.	魔女がもやもやししながら言った。 
“뭐라고 할까. 아득바득거리면서 조금이라도 더 이득을 챙기려는 아이들만 보다가··· 김공자 헌터 같은 사람을 보는 건 무척 오랜만이야. 용케도 지금까지 죽지 않고 살아남았구나.”	"何と言うだろうか。 齷齪距離ながら少しでももっと儲けを得ようという子供たちだけ見て・・・キムコンジャハンターのような人を見るのはとても久しぶりだよ。 克くもこれまでに死亡しないで助かったよ。" 
죽었다. 엄청 많이 죽었다.	死んだ。 すごくたくさん死んだ。 
구체적으로는 4000번 넘게 죽었다. 됐냐?	具体的には4000回以上死んだ。 なったんだ。 
“아아아.”	"ああ。" 
왠지 모르지만 이단심문관은 눈시울을 적시고 있었다.	なんか、二段シムムングヮンは目頭を濡らしていた。 
“진실로 사죄하는 자와 진실로 용서하는 자라니! 얼마나 아름다운 광경일까요! 그렇습니다. 인간은 끊임없이 다툽니다. 하지만, 역설적으로 바로 그러하기에 끝없이 용서할 수 있습니다! 이야말로 성스러운 기적! 아아, 여러분. 저는-.”	"真に謝罪する者と真に許す育つから! どれほど美しい光景ですか! そうです。 人間は絶えず争っています。 しかし、逆説的にまさにそうしことにいつまでも許すことができます! これこそ聖なる奇跡! ああ、皆さん。 私は-。" 
“시끄러우니까 아가리 여물어.”	"うるさいから口、熟して。" 
“옙.”	"はい。" 
독사의 한마디에 이단심문관이 정말 입을 닥쳤다.	毒蛇の一言に二段シムムングヮンが本当に口を迫った。 
좀 놀라운 기적이었다.	ちょっと驚くべき奇跡だった。 
“저기. 서로 좋게좋게 끝난 것 같네만. 이러면 혹시 내 1만 골드만 아깝게 낭비된 거 아닌가?”	"あそこ。 お互いにジョッゲジョッゲ終わったようですが。 こうしたらもし私の万ゴールドマン惜しくも浪費されたんじゃない??? " 
백작의 하소연엔 아무도 귀 기울이지 않았다.	伯爵の訴えには誰も耳を傾けなかった。 
나는 한숨을 쉬었다. 격하게 소주가 땡기는군.	私はため息をついた。 激しく焼酎が飲みたいね。 
“아무튼 그렇습니다. 검성님. 당장 검술을 수련할 필요는 없고요. 제가 말씀드리면 그 때 어울려주시면 되겠습니다. 저의 대련 파트너가 되어주시죠.”	"とにかくそうです。 剣聖さん。 すぐに剣術を修練する必要はありません。 私が申し上げたらそのときは交わっていただいたら完了です。 私のスパーリングのパートナーになって下さい。" 
“······.”	"・・・・・・。" 
검성은 한동안 아무 말이 없었다. 다만 빤히 내 얼굴을 쳐다보았다. 그러다가 문득 노인이 천천히 입을 열었다.	剣聖はしばらく言葉がなかった。 ただ、じっと私の顔を見た。 その後、ふと老人がおもむろに口を開いた。 
“이렇게,”	"このように、" 
노인의 입술은 콧수염과 더불어 떨고 있었다.	老人の唇は口ひげとともに、震えていた。 
“이렇게 선한 젊은이를 내가 오해했다니!”	"こんなに善良な若者を私が誤解したなんて! " 
“어···.”	"え・・・。" 
“오오! 검을 가르쳐달라고 했는가. 대련 상대가 되어달라 말했는가. 물론일세! 좋다 말다! 얼마든지 대련 상대가 되어줌세!”	"おお! 剣を教えてほしいと言われたのか。 大連相手になって欲しいと言ったのか もちろんだよ! いい巻く。 いくらでも大連相手になってくれてやろう! " 
덥썩. 검성이 양손으로 내 손을 잡아버렸다.	ぱくん。 剣聖が、両手で私の手を握ってしまった。 
“어, 저기요. 검성님?”	"あ、すみません。 剣聖さん。 " 
“마르쿠스 할아버지라 불러주게나!”	"マルクス・おじいさんと呼んでくれよ! " 
“네?”	"え? " 
“공자 젊은이는 나이가 어떻게 되는가. 음. 눈어림으로 짐작하건대 아직 30살이 넘지 않으렷다. 본인이 바깥세상에 매우 착한 손녀를 두고 왔다네. 심성이 고운 아이지. 만약 손녀도 탑에 들어온다면 내 적극적으로 공자 젊은이의 매력을 어필해보겠네!”	"孔子の若者は年がどうなるのか。 えーと。 目分量でおそらくまだ30歳を超えないだろうな。 本人が外の世界にとても優しいた孫娘を置いてきたよ 心根の優しい子だよ. もし孫娘も塔に入ってくると、積極的に孔子の若者の魅力をアピールして見るよ! " 
“아뇨. 진짜 괜찮은데요···.”	"いいえ。 本当にいいんですけど・・・。" 
연애엔 관심이 없었다. 그것보다 손이 아팠다. 손이.	恋愛には関心がなかった。 それより手が痛かった。 手が。 
폼으로 랭킹 1위를 먹은 게 아니라는 듯 검성의 악력은 어마어마했다.	フォームでランキング1位を食べたのではないというように剣聖の握力は莫大た。 
“뭣? 지금 내 손녀에게 관심이 없다는 말인가?”	"えっ! 今私の孫娘に関心がないということか? " 
“어. 네. 죄송하지만 검성님의 손녀뿐만 아니라 지금은 연애 자체에 흥미가 별로···.”	"うん はい すみませんが、剣聖さんの孫娘だけでなく、今は恋愛自体に興味があまり・・・。" 
“어허! 그러면 몹쓸 노릇이지!”	"やれ! それではひどいことだね! " 
악력이 1단계 레벨업 했다.	握力が1段階レベルアップした。 
“청춘에는 자고로 사랑의 봄바람이 불어야 마땅하다네. 굳이 결혼할 필요는 없네. 그러나 연애는 필수이지! 연애를 하면 그 때까지 보지 못한 광경이 보이기 시작하고, 그 때까지 모르던 것들을 많이 알게 된다네! 암. 무엇보다 자기 자신이 어디까지 추해질 수 있는지 알게 되지!”	"青春には昔から愛の春風が吹いてべきよ。 あえて結婚する必要はないね。 しかし、恋愛は必須だよ! 恋愛をすればその時まで見なかった光景が見え始めて、それまで知らなかったものをたくさん分かるようになっている! 癌。 何より自分自身がどこまでみすぼらしく負うことができるのか分るんじゃ! " 
“아. 예에···.”	"あ。 例に・・・。" 
“자신의 추함을 알게 되는 것이 얼마나 중요한지 아는가. 내 경우를 말해줌세. 그건 16살 시절, 내가 아직 세상만사를 우습게 보던 시절이었다네. 하지만 동년배의 그녀를 만나고 나서···.”	"自分の醜さを分かるようになることがどれほど重要か分かるのか。 私の場合を言ってくれてやろう. それは16歳の時、私がまだ世の中の全てのことを見下していた時代イオッダネ。 しかし、同年輩の彼女に会ってから・・・。" 
어라?	あれ？ 
이 어르신, 갑자기 무시무시하게 귀찮아졌다.	このおじいさん、急にひどい厭わしくなった。 
